msEntrez,Association,PMID,Source
320538,Autism,28263302,DBD-Genes-Full-Data
225131,Autism,28263302,DBD-Genes-Full-Data
279653,Autism,28669061,DBD-Genes-Full-Data
279653,Autism,28669061,DBD-Genes-Full-Data
106794,Autism,25363760,DBD-Genes-Full-Data
381983,Autism,22542183,DBD-Genes-Full-Data
320538,Autism,22542183,DBD-Genes-Full-Data
71722,Autism,22542183,DBD-Genes-Full-Data
56381,Autism,22542183,DBD-Genes-Full-Data
53321,Autism,24126926,DBD-Genes-Full-Data
232791,Autism,21572417,DBD-Genes-Full-Data
11564,Autism,29302074,DBD-Genes-Full-Data
72567,Autism,28263302,DBD-Genes-Full-Data
12322,Autism,29100089,DBD-Genes-Full-Data
72949,Autism,28263302,DBD-Genes-Full-Data
71722,Autism,28263302,DBD-Genes-Full-Data
232791,Autism,28263302,DBD-Genes-Full-Data
66797,Autism,29302074,DBD-Genes-Full-Data
72584,Autism,28144446,DBD-Genes-Full-Data
106794,Autism,28263302,DBD-Genes-Full-Data
11692,Autism,28155230,DBD-Genes-Full-Data
14688,Autism,28087732,DBD-Genes-Full-Data
14688,Autism,28087732,DBD-Genes-Full-Data
14688,Autism,28087732,DBD-Genes-Full-Data
245666,Autism,28213671,DBD-Genes-Full-Data
245555,Autism,27568816,DBD-Genes-Full-Data
245555,Autism,27568816,DBD-Genes-Full-Data
16773,Autism,28182637,DBD-Genes-Full-Data
16773,Autism,28182637,DBD-Genes-Full-Data
381983,Autism,28263302,DBD-Genes-Full-Data
66866,Autism,28263302,DBD-Genes-Full-Data
18632,Autism,27848944,DBD-Genes-Full-Data
320655,Autism,27848944,DBD-Genes-Full-Data
12421,Autism,28263302,DBD-Genes-Full-Data
19894,Autism,28263302,DBD-Genes-Full-Data
58234,Autism,25931020,DBD-Genes-Full-Data
242466,Autism,28513610,DBD-Genes-Full-Data
319734,Bipolar Disorder,22488967,DBD-Genes-Full-Data
23859,Bipolar Disorder,25055870,DBD-Genes-Full-Data
23859,Bipolar Disorder,24700553,DBD-Genes-Full-Data
15569,Bipolar Disorder,25055870,DBD-Genes-Full-Data
93757,Bipolar Disorder,24700553,DBD-Genes-Full-Data
93757,Bipolar Disorder,24700553,DBD-Genes-Full-Data
93757,Bipolar Disorder,24700553,DBD-Genes-Full-Data
93757,Bipolar Disorder,24700553,DBD-Genes-Full-Data
93757,Bipolar Disorder,24700553,DBD-Genes-Full-Data
242384,Bipolar Disorder,22196331,DBD-Genes-Full-Data
109241,Bipolar Disorder,23587880,DBD-Genes-Full-Data
18027,Bipolar Disorder,22031302,DBD-Genes-Full-Data
18189,Bipolar Disorder,23495017,DBD-Genes-Full-Data
18189,Bipolar Disorder,24700553,DBD-Genes-Full-Data
50873,Bipolar Disorder,24700553,DBD-Genes-Full-Data
11994,Bipolar Disorder,25055870,DBD-Genes-Full-Data
211612,Bipolar Disorder,25131214,DBD-Genes-Full-Data
66505,Bipolar Disorder,25217958,DBD-Genes-Full-Data
231051,Bipolar Disorder,27217147,DBD-Genes-Full-Data
11538,Epilepsy,24531329,DBD-Genes-Full-Data
11538,Epilepsy,24531329,DBD-Genes-Full-Data
77087,Epilepsy,25424714,DBD-Genes-Full-Data
77087,Epilepsy,25652421,DBD-Genes-Full-Data
77087,Epilepsy,21782149,DBD-Genes-Full-Data
77087,Epilepsy,25473036,DBD-Genes-Full-Data
108012,Epilepsy,17617514,DBD-Genes-Full-Data
108012,Epilepsy,17186471,DBD-Genes-Full-Data
239985,Epilepsy,22405089,DBD-Genes-Full-Data
239985,Epilepsy,22405089,DBD-Genes-Full-Data
239985,Epilepsy,22405089,DBD-Genes-Full-Data
239985,Epilepsy,23906836,DBD-Genes-Full-Data
239985,Epilepsy,23906836,DBD-Genes-Full-Data
239985,Epilepsy,23906836,DBD-Genes-Full-Data
239985,Epilepsy,23906836,DBD-Genes-Full-Data
192195,Epilepsy,25363768,DBD-Genes-Full-Data
22589,Epilepsy,24805811,DBD-Genes-Full-Data
22589,Epilepsy,24805811,DBD-Genes-Full-Data
319974,Epilepsy,24776741,DBD-Genes-Full-Data
319974,Epilepsy,20502679,DBD-Genes-Full-Data
319974,Epilepsy,20502679,DBD-Genes-Full-Data
231841,Epilepsy,25319849,DBD-Genes-Full-Data
231841,Epilepsy,25473036,DBD-Genes-Full-Data
231841,Epilepsy,25500575,DBD-Genes-Full-Data
56808,Epilepsy,24358150,DBD-Genes-Full-Data
319734,Epilepsy,25243798,DBD-Genes-Full-Data
12361,Epilepsy,22452838,DBD-Genes-Full-Data
12361,Epilepsy,22452838,DBD-Genes-Full-Data
12361,Epilepsy,25533962,DBD-Genes-Full-Data
12361,Epilepsy,23662938,DBD-Genes-Full-Data
12361,Epilepsy,25326637,DBD-Genes-Full-Data
12361,Epilepsy,24781210,DBD-Genes-Full-Data
12361,Epilepsy,21954287,DBD-Genes-Full-Data
12361,Epilepsy,21954287,DBD-Genes-Full-Data
12361,Epilepsy,21954287,DBD-Genes-Full-Data
12402,Epilepsy,24463883,DBD-Genes-Full-Data
382253,Epilepsy,16611748,DBD-Genes-Full-Data
382253,Epilepsy,16611748,DBD-Genes-Full-Data
382253,Epilepsy,16611748,DBD-Genes-Full-Data
382253,Epilepsy,16611748,DBD-Genes-Full-Data
382253,Epilepsy,16611748,DBD-Genes-Full-Data
382253,Epilepsy,22678952,DBD-Genes-Full-Data
382253,Epilepsy,22678952,DBD-Genes-Full-Data
382253,Epilepsy,22678952,DBD-Genes-Full-Data
382253,Epilepsy,22678952,DBD-Genes-Full-Data
382253,Epilepsy,22825934,DBD-Genes-Full-Data
382253,Epilepsy,22825934,DBD-Genes-Full-Data
382253,Epilepsy,25497044,DBD-Genes-Full-Data
382253,Epilepsy,25497044,DBD-Genes-Full-Data
382253,Epilepsy,23708187,DBD-Genes-Full-Data
382253,Epilepsy,23708187,DBD-Genes-Full-Data
382253,Epilepsy,23708187,DBD-Genes-Full-Data
382253,Epilepsy,20493745,DBD-Genes-Full-Data
382253,Epilepsy,23934111,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,21770923,DBD-Genes-Full-Data
382253,Epilepsy,22867051,DBD-Genes-Full-Data
382253,Epilepsy,22867051,DBD-Genes-Full-Data
382253,Epilepsy,19780792,DBD-Genes-Full-Data
382253,Epilepsy,19780792,DBD-Genes-Full-Data
382253,Epilepsy,19780792,DBD-Genes-Full-Data
382253,Epilepsy,19780792,DBD-Genes-Full-Data
382253,Epilepsy,19780792,DBD-Genes-Full-Data
382253,Epilepsy,23583054,DBD-Genes-Full-Data
382253,Epilepsy,23583054,DBD-Genes-Full-Data
382253,Epilepsy,23583054,DBD-Genes-Full-Data
382253,Epilepsy,23583054,DBD-Genes-Full-Data
382253,Epilepsy,23583054,DBD-Genes-Full-Data
382253,Epilepsy,18063413,DBD-Genes-Full-Data
382253,Epilepsy,18063413,DBD-Genes-Full-Data
382253,Epilepsy,19428276,DBD-Genes-Full-Data
382253,Epilepsy,19241098,DBD-Genes-Full-Data
382253,Epilepsy,19241098,DBD-Genes-Full-Data
382253,Epilepsy,19241098,DBD-Genes-Full-Data
382253,Epilepsy,19241098,DBD-Genes-Full-Data
382253,Epilepsy,21765152,DBD-Genes-Full-Data
382253,Epilepsy,21765152,DBD-Genes-Full-Data
382253,Epilepsy,21765152,DBD-Genes-Full-Data
382253,Epilepsy,21765152,DBD-Genes-Full-Data
382253,Epilepsy,23647072,DBD-Genes-Full-Data
382253,Epilepsy,22670143,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
382253,Epilepsy,24564546,DBD-Genes-Full-Data
244059,Epilepsy,23708187,DBD-Genes-Full-Data
244059,Epilepsy,23708187,DBD-Genes-Full-Data
244059,Epilepsy,23708187,DBD-Genes-Full-Data
244059,Epilepsy,23708187,DBD-Genes-Full-Data
244059,Epilepsy,23934111,DBD-Genes-Full-Data
244059,Epilepsy,25533962,DBD-Genes-Full-Data
244059,Epilepsy,25363768,DBD-Genes-Full-Data
244059,Epilepsy,24614520,DBD-Genes-Full-Data
244059,Epilepsy,24207121,DBD-Genes-Full-Data
244059,Epilepsy,24207121,DBD-Genes-Full-Data
244059,Epilepsy,24207121,DBD-Genes-Full-Data
67772,Epilepsy,25363768,DBD-Genes-Full-Data
67772,Epilepsy,23160955,DBD-Genes-Full-Data
11441,Epilepsy,22775350,DBD-Genes-Full-Data
269784,Epilepsy,18349135,DBD-Genes-Full-Data
53870,Epilepsy,25606055,DBD-Genes-Full-Data
66797,Epilepsy,21827697,DBD-Genes-Full-Data
66797,Epilepsy,21827697,DBD-Genes-Full-Data
66797,Epilepsy,21827697,DBD-Genes-Full-Data
66797,Epilepsy,22190369,DBD-Genes-Full-Data
216033,Epilepsy,22738016,DBD-Genes-Full-Data
216033,Epilepsy,21658582,DBD-Genes-Full-Data
216033,Epilepsy,20531469,DBD-Genes-Full-Data
12387,Epilepsy,25326669,DBD-Genes-Full-Data
72584,Epilepsy,20002452,DBD-Genes-Full-Data
72584,Epilepsy,25385192,DBD-Genes-Full-Data
72584,Epilepsy,25385192,DBD-Genes-Full-Data
72584,Epilepsy,25385192,DBD-Genes-Full-Data
244667,Epilepsy,24311194,DBD-Genes-Full-Data
103967,Epilepsy,25106414,DBD-Genes-Full-Data
13483,Epilepsy,20531469,DBD-Genes-Full-Data
99586,Epilepsy,20544545,DBD-Genes-Full-Data
99586,Epilepsy,23042115,DBD-Genes-Full-Data
13548,Epilepsy,23099646,DBD-Genes-Full-Data
13548,Epilepsy,25533962,DBD-Genes-Full-Data
13548,Epilepsy,23160955,DBD-Genes-Full-Data
20624,Epilepsy,22305528,DBD-Genes-Full-Data
20624,Epilepsy,22305528,DBD-Genes-Full-Data
20624,Epilepsy,22305528,DBD-Genes-Full-Data
20624,Epilepsy,22305528,DBD-Genes-Full-Data
20624,Epilepsy,23879989,DBD-Genes-Full-Data
77683,Epilepsy,16826528,DBD-Genes-Full-Data
77683,Epilepsy,22670141,DBD-Genes-Full-Data
77683,Epilepsy,22670141,DBD-Genes-Full-Data
14812,Epilepsy,24272827,DBD-Genes-Full-Data
51810,Epilepsy,23708187,DBD-Genes-Full-Data
51810,Epilepsy,23934111,DBD-Genes-Full-Data
51810,Epilepsy,25590979,DBD-Genes-Full-Data
331461,Epilepsy,24950661,DBD-Genes-Full-Data
331461,Epilepsy,21484992,DBD-Genes-Full-Data
331461,Epilepsy,21484992,DBD-Genes-Full-Data
93757,Epilepsy,22825934,DBD-Genes-Full-Data
93757,Epilepsy,25478008,DBD-Genes-Full-Data
93757,Epilepsy,25478008,DBD-Genes-Full-Data
245666,Epilepsy,23934111,DBD-Genes-Full-Data
245666,Epilepsy,24306141,DBD-Genes-Full-Data
245666,Epilepsy,25649377,DBD-Genes-Full-Data
76719,Epilepsy,25533962,DBD-Genes-Full-Data
16536,Epilepsy,23849776,DBD-Genes-Full-Data
16536,Epilepsy,23692823,DBD-Genes-Full-Data
16536,Epilepsy,23692823,DBD-Genes-Full-Data
16536,Epilepsy,24375629,DBD-Genes-Full-Data
16536,Epilepsy,24375629,DBD-Genes-Full-Data
16536,Epilepsy,24375629,DBD-Genes-Full-Data
16536,Epilepsy,24375629,DBD-Genes-Full-Data
16536,Epilepsy,24375629,DBD-Genes-Full-Data
20591,Epilepsy,18697827,DBD-Genes-Full-Data
20591,Epilepsy,19826449,DBD-Genes-Full-Data
20591,Epilepsy,25649377,DBD-Genes-Full-Data
22289,Epilepsy,24664873,DBD-Genes-Full-Data
22289,Epilepsy,25326637,DBD-Genes-Full-Data
16773,Epilepsy,18406646,DBD-Genes-Full-Data
14725,Epilepsy,23033978,DBD-Genes-Full-Data
14725,Epilepsy,17632512,DBD-Genes-Full-Data
72899,Epilepsy,25950944,DBD-Genes-Full-Data
27385,Epilepsy,24076603,DBD-Genes-Full-Data
27385,Epilepsy,25473036,DBD-Genes-Full-Data
109241,Epilepsy,23708187,DBD-Genes-Full-Data
109241,Epilepsy,22726846,DBD-Genes-Full-Data
109241,Epilepsy,22495309,DBD-Genes-Full-Data
328949,Epilepsy,24038936,DBD-Genes-Full-Data
17257,Epilepsy,20848651,DBD-Genes-Full-Data
17257,Epilepsy,12770674,DBD-Genes-Full-Data
17257,Epilepsy,16844334,DBD-Genes-Full-Data
17257,Epilepsy,17986102,DBD-Genes-Full-Data
17257,Epilepsy,17986102,DBD-Genes-Full-Data
17257,Epilepsy,17986102,DBD-Genes-Full-Data
17257,Epilepsy,23662938,DBD-Genes-Full-Data
17257,Epilepsy,15558314,DBD-Genes-Full-Data
17257,Epilepsy,23020937,DBD-Genes-Full-Data
17257,Epilepsy,21878110,DBD-Genes-Full-Data
17257,Epilepsy,22670143,DBD-Genes-Full-Data
76199,Epilepsy,22722545,DBD-Genes-Full-Data
17260,Epilepsy,24297458,DBD-Genes-Full-Data
17260,Epilepsy,23001426,DBD-Genes-Full-Data
17260,Epilepsy,23708187,DBD-Genes-Full-Data
17260,Epilepsy,25533962,DBD-Genes-Full-Data
17260,Epilepsy,20412115,DBD-Genes-Full-Data
17260,Epilepsy,20333642,DBD-Genes-Full-Data
17260,Epilepsy,23389741,DBD-Genes-Full-Data
17260,Epilepsy,23389741,DBD-Genes-Full-Data
17260,Epilepsy,24949445,DBD-Genes-Full-Data
17260,Epilepsy,20513142,DBD-Genes-Full-Data
17260,Epilepsy,20513142,DBD-Genes-Full-Data
110265,Epilepsy,20502679,DBD-Genes-Full-Data
635702,Epilepsy,25950944,DBD-Genes-Full-Data
26422,Epilepsy,23934111,DBD-Genes-Full-Data
50884,Epilepsy,25363768,DBD-Genes-Full-Data
210356,Epilepsy,24038936,DBD-Genes-Full-Data
18003,Epilepsy,25262651,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,23533028,DBD-Genes-Full-Data
18189,Epilepsy,20848651,DBD-Genes-Full-Data
18189,Epilepsy,23495017,DBD-Genes-Full-Data
18189,Epilepsy,23495017,DBD-Genes-Full-Data
18189,Epilepsy,23495017,DBD-Genes-Full-Data
18189,Epilepsy,23495017,DBD-Genes-Full-Data
18189,Epilepsy,23495017,DBD-Genes-Full-Data
18189,Epilepsy,22337556,DBD-Genes-Full-Data
18189,Epilepsy,23375656,DBD-Genes-Full-Data
18189,Epilepsy,21827697,DBD-Genes-Full-Data
18189,Epilepsy,21827697,DBD-Genes-Full-Data
18189,Epilepsy,25950944,DBD-Genes-Full-Data
18189,Epilepsy,25950944,DBD-Genes-Full-Data
18189,Epilepsy,21658582,DBD-Genes-Full-Data
18189,Epilepsy,23294455,DBD-Genes-Full-Data
18189,Epilepsy,23294455,DBD-Genes-Full-Data
18189,Epilepsy,24508361,DBD-Genes-Full-Data
18193,Epilepsy,25326637,DBD-Genes-Full-Data
18478,Epilepsy,24805811,DBD-Genes-Full-Data
18478,Epilepsy,23220018,DBD-Genes-Full-Data
18478,Epilepsy,23220018,DBD-Genes-Full-Data
18478,Epilepsy,23856132,DBD-Genes-Full-Data
18478,Epilepsy,23856132,DBD-Genes-Full-Data
18478,Epilepsy,23856132,DBD-Genes-Full-Data
18481,Epilepsy,18523455,DBD-Genes-Full-Data
50873,Epilepsy,22342432,DBD-Genes-Full-Data
50873,Epilepsy,24038936,DBD-Genes-Full-Data
18676,Epilepsy,22542183,DBD-Genes-Full-Data
18676,Epilepsy,25363768,DBD-Genes-Full-Data
192285,Epilepsy,25262651,DBD-Genes-Full-Data
18795,Epilepsy,25950944,DBD-Genes-Full-Data
18795,Epilepsy,24684524,DBD-Genes-Full-Data
229584,Epilepsy,25533962,DBD-Genes-Full-Data
53892,Epilepsy,22495306,DBD-Genes-Full-Data
234353,Epilepsy,25262651,DBD-Genes-Full-Data
19211,Epilepsy,24580998,DBD-Genes-Full-Data
19290,Epilepsy,25439098,DBD-Genes-Full-Data
19290,Epilepsy,25439098,DBD-Genes-Full-Data
19290,Epilepsy,25439098,DBD-Genes-Full-Data
67790,Epilepsy,20159109,DBD-Genes-Full-Data
19377,Epilepsy,20932317,DBD-Genes-Full-Data
19377,Epilepsy,21857958,DBD-Genes-Full-Data
19377,Epilepsy,21857958,DBD-Genes-Full-Data
19377,Epilepsy,21857958,DBD-Genes-Full-Data
228850,Epilepsy,23934111,DBD-Genes-Full-Data
268859,Epilepsy,25243798,DBD-Genes-Full-Data
268859,Epilepsy,23350840,DBD-Genes-Full-Data
268859,Epilepsy,23350840,DBD-Genes-Full-Data
268859,Epilepsy,23350840,DBD-Genes-Full-Data
268859,Epilepsy,25950944,DBD-Genes-Full-Data
268859,Epilepsy,23822903,DBD-Genes-Full-Data
116837,Epilepsy,25284784,DBD-Genes-Full-Data
100037283,Epilepsy,22738016,DBD-Genes-Full-Data
20265,Epilepsy,24902755,DBD-Genes-Full-Data
20265,Epilepsy,24902755,DBD-Genes-Full-Data
20265,Epilepsy,24902755,DBD-Genes-Full-Data
20265,Epilepsy,24902755,DBD-Genes-Full-Data
20265,Epilepsy,23708187,DBD-Genes-Full-Data
20265,Epilepsy,23708187,DBD-Genes-Full-Data
20265,Epilepsy,23934111,DBD-Genes-Full-Data
20265,Epilepsy,23934111,DBD-Genes-Full-Data
20265,Epilepsy,23934111,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,12566275,DBD-Genes-Full-Data
20265,Epilepsy,19809937,DBD-Genes-Full-Data
20265,Epilepsy,23662938,DBD-Genes-Full-Data
20265,Epilepsy,18632234,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,22848613,DBD-Genes-Full-Data
20265,Epilepsy,20738378,DBD-Genes-Full-Data
20265,Epilepsy,22612257,DBD-Genes-Full-Data
20265,Epilepsy,22612257,DBD-Genes-Full-Data
20265,Epilepsy,22612257,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,21868258,DBD-Genes-Full-Data
20265,Epilepsy,18680191,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,22028529,DBD-Genes-Full-Data
20265,Epilepsy,25569746,DBD-Genes-Full-Data
20265,Epilepsy,19764027,DBD-Genes-Full-Data
20265,Epilepsy,19764027,DBD-Genes-Full-Data
20265,Epilepsy,22670143,DBD-Genes-Full-Data
110876,Epilepsy,23708187,DBD-Genes-Full-Data
110876,Epilepsy,25533962,DBD-Genes-Full-Data
110876,Epilepsy,20236112,DBD-Genes-Full-Data
110876,Epilepsy,15028761,DBD-Genes-Full-Data
240427,Epilepsy,25217958,DBD-Genes-Full-Data
235626,Epilepsy,22495309,DBD-Genes-Full-Data
58234,Epilepsy,17986102,DBD-Genes-Full-Data
58234,Epilepsy,25646853,DBD-Genes-Full-Data
58234,Epilepsy,23758760,DBD-Genes-Full-Data
20502,Epilepsy,24721225,DBD-Genes-Full-Data
20525,Epilepsy,23106342,DBD-Genes-Full-Data
20525,Epilepsy,25533962,DBD-Genes-Full-Data
20525,Epilepsy,22011817,DBD-Genes-Full-Data
20525,Epilepsy,22011817,DBD-Genes-Full-Data
20525,Epilepsy,22011817,DBD-Genes-Full-Data
20525,Epilepsy,22011817,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,20129935,DBD-Genes-Full-Data
20525,Epilepsy,25167861,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,15622525,DBD-Genes-Full-Data
20525,Epilepsy,22814174,DBD-Genes-Full-Data
232333,Epilepsy,23020937,DBD-Genes-Full-Data
102857,Epilepsy,21140503,DBD-Genes-Full-Data
102857,Epilepsy,20602486,DBD-Genes-Full-Data
102857,Epilepsy,16738945,DBD-Genes-Full-Data
102857,Epilepsy,23033978,DBD-Genes-Full-Data
102857,Epilepsy,16601898,DBD-Genes-Full-Data
236794,Epilepsy,18342287,DBD-Genes-Full-Data
236794,Epilepsy,18342287,DBD-Genes-Full-Data
236794,Epilepsy,18342287,DBD-Genes-Full-Data
236794,Epilepsy,22541666,DBD-Genes-Full-Data
236794,Epilepsy,22931061,DBD-Genes-Full-Data
236794,Epilepsy,20949524,DBD-Genes-Full-Data
236794,Epilepsy,20949524,DBD-Genes-Full-Data
236794,Epilepsy,24123876,DBD-Genes-Full-Data
236794,Epilepsy,21812100,DBD-Genes-Full-Data
236794,Epilepsy,25649377,DBD-Genes-Full-Data
236794,Epilepsy,24630051,DBD-Genes-Full-Data
50850,Epilepsy,16832076,DBD-Genes-Full-Data
50850,Epilepsy,16832076,DBD-Genes-Full-Data
50850,Epilepsy,11723204,DBD-Genes-Full-Data
50850,Epilepsy,15667412,DBD-Genes-Full-Data
20910,Epilepsy,24095819,DBD-Genes-Full-Data
20910,Epilepsy,25497044,DBD-Genes-Full-Data
20910,Epilepsy,25497044,DBD-Genes-Full-Data
20910,Epilepsy,22722545,DBD-Genes-Full-Data
20910,Epilepsy,23708187,DBD-Genes-Full-Data
20910,Epilepsy,20876469,DBD-Genes-Full-Data
20910,Epilepsy,20876469,DBD-Genes-Full-Data
20910,Epilepsy,20876469,DBD-Genes-Full-Data
20910,Epilepsy,20876469,DBD-Genes-Full-Data
20910,Epilepsy,23934111,DBD-Genes-Full-Data
20910,Epilepsy,25533962,DBD-Genes-Full-Data
20910,Epilepsy,25533962,DBD-Genes-Full-Data
20910,Epilepsy,25533962,DBD-Genes-Full-Data
20910,Epilepsy,19557857,DBD-Genes-Full-Data
20910,Epilepsy,19557857,DBD-Genes-Full-Data
20910,Epilepsy,21376300,DBD-Genes-Full-Data
20910,Epilepsy,21376300,DBD-Genes-Full-Data
20910,Epilepsy,23662938,DBD-Genes-Full-Data
20910,Epilepsy,23662938,DBD-Genes-Full-Data
20910,Epilepsy,23662938,DBD-Genes-Full-Data
20910,Epilepsy,23662938,DBD-Genes-Full-Data
20910,Epilepsy,22612257,DBD-Genes-Full-Data
20910,Epilepsy,24781210,DBD-Genes-Full-Data
20910,Epilepsy,21204804,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,20887364,DBD-Genes-Full-Data
20910,Epilepsy,21062273,DBD-Genes-Full-Data
20910,Epilepsy,23409955,DBD-Genes-Full-Data
20910,Epilepsy,23409955,DBD-Genes-Full-Data
20910,Epilepsy,23409955,DBD-Genes-Full-Data
240057,Epilepsy,23161826,DBD-Genes-Full-Data
240057,Epilepsy,23161826,DBD-Genes-Full-Data
240057,Epilepsy,23161826,DBD-Genes-Full-Data
240057,Epilepsy,23708187,DBD-Genes-Full-Data
240057,Epilepsy,23708187,DBD-Genes-Full-Data
240057,Epilepsy,23708187,DBD-Genes-Full-Data
240057,Epilepsy,23708187,DBD-Genes-Full-Data
240057,Epilepsy,25046240,DBD-Genes-Full-Data
240057,Epilepsy,25533962,DBD-Genes-Full-Data
240057,Epilepsy,25533962,DBD-Genes-Full-Data
240057,Epilepsy,25533962,DBD-Genes-Full-Data
240057,Epilepsy,19196676,DBD-Genes-Full-Data
240057,Epilepsy,19196676,DBD-Genes-Full-Data
240057,Epilepsy,19196676,DBD-Genes-Full-Data
240057,Epilepsy,21376300,DBD-Genes-Full-Data
240057,Epilepsy,21376300,DBD-Genes-Full-Data
240057,Epilepsy,21237447,DBD-Genes-Full-Data
240057,Epilepsy,21237447,DBD-Genes-Full-Data
240057,Epilepsy,23020937,DBD-Genes-Full-Data
240057,Epilepsy,25693842,DBD-Genes-Full-Data
