geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,NofSnps,source
217,109900,ALDH2,0.481,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2015,2015,2,1,BEFREE
255,12040,ALS5,0.857,0.103,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1999,1999,1,0,BEFREE
288,12263,ANK3,0.602,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2013,2015,2,2,BEFREE
347,11448,APOD,0.598,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2003,2004,2,0,BEFREE
348,11448,APOE,0.352,0.931,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,0.666666666666667,2005,2011,3,0,BEFREE
409,12836,ARRB2,0.604,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
410,12836,ARSA,0.547,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,0,BEFREE
414,12836,ARSD,0.642,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
438,12892,ASMT,0.72,0.276,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,1993,2013,2,0,BEFREE
467,12896,ATF3,0.517,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
468,12896,ATF4,0.57,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
501,13057,ALDH7A1,0.594,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
607,13857,BCL9,0.656,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
627,13872,BDNF,0.382,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.1,0.963636363636364,2003,2018,55,3,BEFREE
706,14085,TSPO,0.525,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2015,2016,2,0,BEFREE
753,14194,LDLRAD4,0.886,0.103,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2017,2017,1,0,BEFREE
775,14309,CACNA1C,0.575,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.09,1,2010,2016,9,1,BEFREE
783,66848,CACNB2,0.696,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2016,2016,2,0,BEFREE
793,66848,CALB1,0.676,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2010,2016,3,0,BEFREE
796,14343,CALCA,0.456,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2001,2001,1,0,BEFREE
811,14420,CALR,0.492,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
885,14527,CCK,0.513,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
933,14609,CD22,0.639,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
958,104174,CD40,0.433,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
1055,17688,CECR,0.773,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
1129,15288,CHRM2,0.596,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
1132,15288,CHRM4,0.799,0.172,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,2013,2013,1,0,BEFREE
1137,15356,CHRNA4,0.521,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,1,2006,2014,4,0,BEFREE
1138,15356,CHRNA5,0.598,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
1139,15356,CHRNA7,0.55,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
1267,16449,CNP,0.652,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,1,BEFREE
1268,16449,CNR1,0.47,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2009,2013,3,0,BEFREE
1312,268482,COMT,0.426,0.897,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.4,1,1998,2017,36,1,BEFREE;CTD_human
1316,268482,KLF6,0.534,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1392,16956,CRH,0.456,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2001,2012,3,0,BEFREE
1393,16956,CRHBP,0.701,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,1,BEFREE
1394,16956,CRHR1,0.545,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2010,2012,2,2,BEFREE
1439,17350,CSF2RB,0.752,0.31,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
1493,17921,CTLA4,0.434,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
1501,17921,CTNND2,0.596,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1555,17986,CYP2B6,0.437,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2003,2004,2,0,BEFREE
1557,17986,CYP2C19,0.501,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2015,2015,2,0,BEFREE
1565,18015,CYP2D6,0.461,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2000,2015,3,0,BEFREE
1621,53885,DBH,0.557,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,1,1987,2005,4,0,BEFREE
1636,18242,ACE,0.367,0.897,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
1644,18242,DDC,0.554,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,1988,1988,1,0,CTD_human
1742,18634,DLG4,0.648,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2015,2017,2,0,BEFREE
1756,110094,DMD,0.477,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1993,1993,1,0,BEFREE
1786,18772,DNMT1,0.438,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2013,2015,2,0,BEFREE
1789,18772,DNMT3B,0.495,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
1808,54128,DPYSL2,0.63,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1813,54128,DRD2,0.454,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.08,1,1991,2011,8,1,BEFREE
1814,54128,DRD3,0.527,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
1815,54128,DRD4,0.536,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,1999,2015,2,0,BEFREE
1816,54128,DRD5,0.636,0.241,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,1998,1998,1,0,BEFREE
1844,18994,DUSP2,0.624,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
1859,19044,DYRK1A,0.607,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
1934,19305,EEF1B2P2,0.648,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
1960,19645,EGR3,0.645,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
2042,20497,EPHA3,0.552,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
2048,20595,EPHB2,0.425,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
2066,20682,ERBB4,0.494,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,1,2012,2016,4,0,BEFREE
2099,11304,ESR1,0.355,0.897,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2003,2005,2,0,BEFREE
2166,22017,FAAH,0.555,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
2263,238055,FGFR2,0.398,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
2288,57279,FKBP4,0.59,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2009,2016,3,0,BEFREE
2289,57279,FKBP5,0.572,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.09,0.888888888888889,2009,2016,9,1,BEFREE
2332,12662,FMR1,0.492,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.05,0.8,2006,2015,5,0,BEFREE
2520,16997,GAST,0.512,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
2556,17855,GABRA3,0.663,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1990,1990,1,0,BEFREE
2561,17970,GABRB2,0.743,0.276,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
2571,18010,GAD1,0.542,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2009,2018,3,0,BEFREE
2588,67041,GALNS,0.616,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
2729,211389,GCLC,0.548,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
2735,211389,GLI1,0.472,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
2890,12260,GRIA1,0.636,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
2900,12961,GRIK4,0.701,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
2902,12961,GRIN1,0.63,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2011,2011,2,0,BEFREE
2903,12961,GRIN2A,0.577,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
2904,12961,GRIN2B,0.561,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
2908,58992,NR3C1,0.427,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.07,1,2012,2016,7,0,BEFREE
2915,14061,GRM5,0.559,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2010,2015,2,0,BEFREE
2928,14161,GSC2,0.928,0.172,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1998,1998,1,0,BEFREE
2932,14161,GSK3B,0.488,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
3064,227099,HTT,0.579,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
3084,20215,NRG1,0.506,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.06,1,2010,2016,6,0,BEFREE
3339,16189,HSPG2,0.494,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
3350,12475,HTR1A,0.529,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.06,1,2005,2014,6,5,BEFREE
3351,12475,HTR1B,0.565,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2006,2010,3,0,BEFREE
3356,21354,HTR2A,0.488,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.06,1,2002,2015,6,0,BEFREE
3358,21354,HTR2C,0.579,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.06,1,2001,2016,6,1,BEFREE
3359,21354,HTR3A,0.639,0.31,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,1,2006,2016,4,0,BEFREE
3361,21354,HTR5A,0.785,0.103,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2006,2006,1,0,BEFREE
3417,16193,IDH1,0.463,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
3439,69379,IFNA1,0.403,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
3440,69379,IFNA2,0.459,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,2000,2000,1,0,CTD_human
3447,12505,IFNA13,0.403,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
3553,16409,IL1B,0.312,0.931,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2009,2016,2,0,BEFREE
3557,16409,IL1RN,0.398,0.897,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
3569,12043,IL6,0.287,0.966,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
3586,20656,IL10,0.32,0.931,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2018,2018,1,0,BEFREE
3699,268860,ITIH3,0.785,0.138,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,1,BEFREE
3730,11542,ANOS1,0.552,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1998,1998,1,0,BEFREE
3738,11550,KCNA3,0.481,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2002,2002,1,0,BEFREE
3855,12061,KRT7,0.534,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
3925,12424,STMN1,0.497,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
4010,11443,LMX1B,0.596,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,2010,2010,1,0,CTD_human
4099,13195,MAG,0.621,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
4128,13371,MAOA,0.497,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.4,1,2001,2015,16,0,BEFREE;CTD_human;LHGDN
4129,13490,MAOB,0.575,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1994,1994,1,0,BEFREE
4139,13856,MARK1,0.735,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
4204,14415,MECP2,0.463,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2006,2006,2,0,BEFREE
4306,14814,NR3C2,0.52,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
4314,14814,MMP3,0.439,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
4524,17313,MTHFR,0.354,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,0.75,2005,2013,4,1,BEFREE
4661,18167,MYT1,0.785,0.31,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
4684,68263,NCAM1,0.445,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2006,2014,3,0,BEFREE
4692,68263,NDN,0.614,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
4790,18976,NFKB1,0.365,0.931,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
4842,19035,NOS1,0.445,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.32,1,2007,2015,3,0,BEFREE;CTD_human
4852,19038,NPY,0.469,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
4897,19109,NRCAM,0.685,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2012,2012,1,0,BEFREE
4900,19109,NRGN,0.696,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
4908,19116,NTF3,0.525,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
4915,546336,NTRK2,0.514,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2011,2017,3,0,BEFREE
4925,65116,NUCB2,0.681,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,2012,2012,1,0,BEFREE
4928,65116,NUP98,0.586,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
4986,19224,OPRK1,0.596,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2012,2018,3,0,BEFREE
4988,19224,OPRM1,0.479,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2008,2013,2,0,BEFREE
5020,67891,OXT,0.528,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.06,1,2011,2017,6,0,BEFREE
5021,67891,OXTR,0.582,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2005,2005,1,0,BEFREE
5053,19899,PAH,0.575,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2002,2003,2,0,BEFREE
5073,68193,PARN,0.627,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5074,68193,PAWR,0.562,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
5116,19943,PCNT,0.577,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
5173,27050,PDYN,0.528,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2015,2018,2,0,BEFREE
5243,66475,ABCB1,0.371,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,2006,2006,1,0,CTD_human
5297,20133,PI4KA,0.707,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2003,2003,1,0,BEFREE
5305,20133,PIP4K2A,0.672,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2004,2004,1,0,BEFREE
5362,15567,PLXNA2,0.614,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
5443,103733,POMC,0.382,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,2008,2008,1,0,CTD_human
5453,103733,POU3F1,0.752,0.241,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,2006,2006,1,0,BEFREE
5521,242202,PPP2R2B,0.609,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2009,2009,1,0,BEFREE
5552,227290,SRGN,0.735,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5578,104112,PRKCA,0.535,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
5592,104112,PRKG1,0.575,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1991,1991,1,0,BEFREE
5594,11434,MAPK1,0.387,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
5649,11481,RELN,0.547,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.05,1,2007,2017,5,0,BEFREE
5662,11487,PSD,0.743,0.207,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2007,2007,2,0,BEFREE
5688,11515,PSMA7,0.857,0.138,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5715,68294,PSMD9,0.494,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5719,68294,PSMD13,0.886,0.103,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2016,2016,1,0,BEFREE
5728,11520,PTEN,0.334,0.828,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
5741,11544,PTH,0.457,0.793,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
5816,66401,PVALB,0.588,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
5978,12013,REST,0.584,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
5999,12075,RGS4,0.685,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
6014,12122,RIT2,0.69,0.379,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,2016,2016,1,0,BEFREE
6281,12696,S100A10,0.598,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
6285,66411,S100B,0.443,0.862,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,1,2011,2014,3,0,BEFREE
6310,26372,ATXN1,0.55,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
6334,16826,SCN8A,0.557,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
6505,228410,SLC1A1,0.582,0.448,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
6531,13016,SLC6A3,0.484,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.08,1,1995,2015,8,0,BEFREE
6532,13016,SLC6A4,0.446,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.1,0.8846154,2000,2018,27,1,BEFREE;LHGDN
6609,13139,SMPD1,0.555,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,1,BEFREE
6616,13139,SNAP25,0.536,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2014,2015,2,0,BEFREE
6671,13202,SP4,0.707,0.276,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2009,2011,2,0,BEFREE
6683,13211,SPAST,0.604,0.517,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2007,2007,1,0,BEFREE
6804,13417,STX1A,0.652,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.2,,,,0,0,MGD
6860,13478,SYT4,0.857,0.172,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2001,2002,2,0,BEFREE
6869,13478,TACR1,0.559,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,0.6666667,2006,2015,3,1,BEFREE
6886,116905,TAL1,0.572,0.483,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2015,2015,1,0,BEFREE
6899,67728,TBX1,0.479,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.03,0.6666667,2006,2014,3,0,BEFREE
6999,13609,TDO2,0.713,0.276,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2000,2000,1,0,BEFREE
7052,209354,TGM2,0.499,0.69,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,0,2011,2011,1,0,BEFREE
7101,328572,NR2E1,0.727,0.345,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
7166,58193,TPH1,0.611,0.586,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.04,1,2000,2009,4,0,BEFREE
7225,14238,TRPC6,0.567,0.552,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.3,,2011,2011,1,0,CTD_human
7257,20378,TSNAX,0.785,0.138,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2010,2012,2,0,BEFREE
7299,104346,TYR,0.505,0.724,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,1991,1991,1,0,BEFREE
7305,67092,TYROBP,0.624,0.621,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2011,2011,1,0,BEFREE
7349,14533,UCN,0.557,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2008,2008,1,0,BEFREE
7425,229906,VGF,0.676,0.414,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.02,1,2010,2015,2,0,BEFREE
7432,229906,VIP,0.526,0.759,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2014,2014,1,0,BEFREE
7436,229906,VLDLR,0.572,0.655,C0004936,Mental disorders,group,F03,Mental or Behavioral Dysfunction,0.01,1,2013,2013,1,0,BEFREE
