geneId,msEntrez,geneSymbol,DSI,DPI,diseaseId,diseaseName,diseaseType,diseaseClass,diseaseSemanticType,score,EI,YearInitial,YearFinal,NofPmids,source
4986,19224,OPRK1,0.596,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2007,2016,5,PSYGENET
4988,19224,OPRM1,0.479,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2010,2016,4,PSYGENET
5020,67891,OXT,0.528,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.36,1,2010,2018,5,PSYGENET
5021,67891,OXTR,0.582,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2009,2018,5,PSYGENET
5027,67891,P2RX7,0.503,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,0.8,2006,2013,5,PSYGENET
5153,27050,PDE1B,0.762,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2007,2007,1,PSYGENET
5173,27050,PDYN,0.528,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2013,2015,5,PSYGENET
5179,20103,PENK,0.59,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,0.75,2006,2015,4,PSYGENET
5209,67097,PFKFB3,0.639,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2013,2013,1,PSYGENET
5243,66475,ABCB1,0.371,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2007,2016,5,PSYGENET
5367,20604,PMCH,0.652,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2007,2007,1,PSYGENET
5368,20604,PNOC,0.672,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2008,2009,3,PSYGENET
5443,103733,POMC,0.382,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2003,2015,5,PSYGENET
5533,26433,PPP3CC,0.815,0.103,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
5584,104112,PRKCI,0.63,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
5595,11434,MAPK3,0.429,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2001,2012,5,PSYGENET
5599,11434,MAPK8,0.458,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2002,2011,2,PSYGENET
5649,11481,RELN,0.547,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2005,2014,4,PSYGENET
5663,11487,PSEN1,0.49,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2001,2012,5,PSYGENET
5697,11517,PYY,0.639,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,1996,2011,2,PSYGENET
5743,11544,PTGS2,0.338,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2003,2014,5,PSYGENET
5879,11847,RAC1,0.47,0.931,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2007,2013,2,PSYGENET
5972,12007,REN,0.423,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2005,2013,5,PSYGENET
6095,12236,RORA,0.645,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2010,2011,2,PSYGENET
6281,12696,S100A10,0.598,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.58,1,2006,2015,1,PSYGENET
6285,66411,S100B,0.443,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.54,1,1996,2011,5,PSYGENET
6422,12740,SFRP1,0.5,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
6505,228410,SLC1A1,0.582,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2004,2004,1,PSYGENET
6506,228410,SLC1A2,0.572,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2005,2012,3,PSYGENET
6529,13016,SLC6A1,0.607,0.31,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2007,2010,2,PSYGENET
6530,13016,SLC6A2,0.534,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,2008,2018,5,PSYGENET
6531,13016,SLC6A3,0.484,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.39,1,2008,2016,5,PSYGENET
6532,13016,SLC6A4,0.446,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1997,2018,5,PSYGENET
6570,64138,SLC18A1,0.69,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2009,2009,1,PSYGENET
6571,64138,SLC18A2,0.575,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2006,2014,5,PSYGENET
6616,13139,SNAP25,0.536,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
6647,226414,SOD1,0.406,0.931,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2000,2012,2,PSYGENET
6648,226414,SOD2,0.396,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2012,2012,1,PSYGENET
6715,13360,SRD5A1,0.636,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2004,2004,1,PSYGENET
6853,13478,SYN1,0.659,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,0.75,1995,2013,4,PSYGENET
6863,13478,TAC1,0.473,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2000,2015,5,PSYGENET
6869,13478,TACR1,0.559,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,0.8,2003,2015,5,PSYGENET
7054,209354,TH,0.498,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,0.8,2002,2014,5,PSYGENET
7088,13732,TLE1,0.685,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2007,2007,1,PSYGENET
7124,13874,TNF,0.263,0.966,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2002,2016,5,PSYGENET
7132,14113,TNFRSF1A,0.443,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,0.8,2006,2014,5,PSYGENET
7133,14113,TNFRSF1B,0.467,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,0.75,2006,2014,4,PSYGENET
7166,58193,TPH1,0.611,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.59,1,2004,2014,5,PSYGENET
7200,16204,TRH,0.547,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,1983,2015,5,PSYGENET
7276,54393,TTR,0.471,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,1985,2010,5,PSYGENET
7349,14533,UCN,0.557,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,1997,2008,2,PSYGENET
7422,229906,VEGFA,0.298,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2009,2016,5,PSYGENET
7425,229906,VGF,0.676,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,0.75,2008,2013,4,PSYGENET
7466,209357,WFS1,0.545,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,0.6666667,2000,2005,3,PSYGENET
8822,12583,FGF17,0.627,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
8863,12615,PER3,0.607,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2009,2016,2,PSYGENET
8864,12615,PER2,0.548,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2010,2016,5,PSYGENET
8910,109791,SGCE,0.633,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2012,2012,1,PSYGENET
8914,12757,TIMELESS,0.614,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2009,2010,2,PSYGENET
8973,12834,CHRNA6,0.743,0.241,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
9048,12894,ARTN,0.592,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2008,2013,5,PSYGENET
9095,12960,TBX19,0.72,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2007,2007,1,PSYGENET
9177,13171,HTR3B,0.696,0.276,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2009,2009,1,PSYGENET
9211,13194,LGI1,0.633,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
9378,50496,NRXN1,0.614,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
9456,13645,HOMER1,0.69,0.241,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2011,2016,3,PSYGENET
9575,14027,CLOCK,0.505,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,1,2000,2017,5,PSYGENET
9607,14062,CARTPT,0.633,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2006,2014,4,PSYGENET
9639,14115,ARHGEF10,0.799,0.172,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
9734,30795,HDAC9,0.501,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2009,2010,2,PSYGENET
9759,14264,HDAC4,0.558,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2010,2010,1,PSYGENET
9968,14630,MED12,0.528,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2000,2002,2,PSYGENET
10013,75612,HDAC6,0.562,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,0.5,2010,2012,2,PSYGENET
10014,75612,HDAC5,0.636,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,0.5,2006,2014,2,PSYGENET
10522,16398,DEAF1,0.6,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2005,2016,4,PSYGENET
10814,16647,CPLX2,0.713,0.172,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
10815,16647,CPLX1,0.6,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2007,2007,1,PSYGENET
23286,74351,WWC1,0.663,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2011,2016,1,PSYGENET
26281,81630,FGF20,0.727,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
26523,56459,AGO1,0.701,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.01,0,2012,2012,1,PSYGENET
27121,19736,DKK4,0.69,0.31,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2009,2009,1,PSYGENET
27185,20662,DISC1,0.592,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2007,2016,5,PSYGENET
27445,24044,PCLO,0.656,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,0.6,2010,2016,5,PSYGENET
51083,93872,GAL,0.529,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,1,2006,2015,5,PSYGENET
51555,18419,PEX5L,0.815,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
53919,73174,SLCO1C1,0.815,0.207,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2009,2009,1,PSYGENET
54487,223593,DGCR8,0.63,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.01,0,2012,2012,1,PSYGENET
54738,74998,FEV,0.611,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2014,2014,1,PSYGENET
55315,192187,SLC29A3,0.63,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
63891,18610,RNF123,0.834,0.138,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,0.5,2012,2014,2,PSYGENET
79068,83560,FTO,0.519,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,0.5,2012,2016,2,PSYGENET
80114,246691,BICC1,0.685,0.448,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2010,2016,2,PSYGENET
84062,381694,DTNBP1,0.619,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2008,2014,4,PSYGENET
84152,328108,PPP1R1B,0.624,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2010,1,PSYGENET
121278,228911,TPH2,0.562,0.552,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2005,2016,5,PSYGENET
125958,19052,OR7D4,0.928,0.069,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.3,1,2011,2011,1,PSYGENET
255239,665596,ANKK1,0.624,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2011,2014,2,PSYGENET
18,11370,ABAT,0.639,0.276,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
150,229665,ADRA2A,0.633,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.53,0.75,2001,2011,5,PSYGENET
150,229665,ADRA2A,0.633,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.53,0.75,2001,2011,5,RGD
207,109900,AKT1,0.355,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2012,2016,6,PSYGENET
351,11448,APP,0.43,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,0.8,1999,2016,6,PSYGENET
367,71991,AR,0.38,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.39,0.8,1994,2014,10,PSYGENET
406,12843,ARNTL,0.569,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.35,1,2009,2017,6,PSYGENET
581,13828,BAX,0.45,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
598,13849,BCL2L1,0.471,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
627,13872,BDNF,0.382,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2003,2018,188,PSYGENET
627,13872,BDNF,0.382,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2003,2018,188,RGD
775,14309,CACNA1C,0.575,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.36,0.8,2010,2016,6,PSYGENET
805,14420,CALM2,0.472,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,0.8,2005,2014,7,PSYGENET
1129,15288,CHRM2,0.596,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.54,1,2002,2011,5,PSYGENET
1129,15288,CHRM2,0.596,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.54,1,2002,2011,5,RGD
1268,16449,CNR1,0.47,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.36,1,2005,2015,9,PSYGENET
1269,16449,CNR2,0.554,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2007,2014,6,PSYGENET
1312,268482,COMT,0.426,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,1983,2018,42,PSYGENET
1385,15450,CREB1,0.494,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,1,2006,2014,11,PSYGENET
1392,16956,CRH,0.456,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1992,2018,33,PSYGENET
1392,16956,CRH,0.456,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1992,2018,33,RGD
1393,16956,CRHBP,0.701,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,1997,2010,3,PSYGENET
1393,16956,CRHBP,0.701,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,1997,2010,3,RGD
1394,16956,CRHR1,0.545,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2004,2016,28,PSYGENET
1394,16956,CRHR1,0.545,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2004,2016,28,RGD
1395,16956,CRHR2,0.596,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2003,2012,5,PSYGENET
1395,16956,CRHR2,0.596,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2003,2012,5,RGD
1544,19206,CYP1A2,0.509,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2010,2010,1,RGD
1564,18015,CYP2D7,0.773,0.276,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2010,2010,1,RGD
1565,18015,CYP2D6,0.461,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,0.8,1996,2014,11,PSYGENET
1571,18015,CYP2E1,0.473,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.21,1,2002,2010,2,RGD
1621,53885,DBH,0.557,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.53,1,1994,2014,7,PSYGENET
1621,53885,DBH,0.557,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.53,1,1994,2014,7,RGD
1728,103737,NQO1,0.467,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2018,2018,1,RGD
1812,54128,DRD1,0.555,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,1,2007,2014,4,PSYGENET
1812,54128,DRD1,0.555,0.517,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,1,2007,2014,4,RGD
1813,54128,DRD2,0.454,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2002,2015,13,PSYGENET
1813,54128,DRD2,0.454,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2002,2015,13,RGD
1815,54128,DRD4,0.536,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,1998,2018,13,PSYGENET
2099,11304,ESR1,0.355,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.37,0.8,2011,2018,9,PSYGENET
2100,11304,ESR2,0.445,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.24,1,2011,2016,5,RGD
2289,57279,FKBP5,0.572,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,0.6,2008,2018,27,PSYGENET
2623,18810,GATA1,0.51,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
2890,12260,GRIA1,0.636,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,0.6,2013,2015,6,PSYGENET
2908,58992,NR3C1,0.427,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,1999,2018,32,PSYGENET
2908,58992,NR3C1,0.427,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,1999,2018,32,RGD
2917,14061,GRM7,0.659,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2010,2016,7,PSYGENET
2932,14161,GSK3B,0.488,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2008,2017,5,PSYGENET
2932,14161,GSK3B,0.488,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2008,2017,5,RGD
3060,18823,HCRT,0.579,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2009,2018,7,PSYGENET
3066,227099,HDAC2,0.534,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.31,1,2010,2017,2,PSYGENET
3350,12475,HTR1A,0.529,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,1999,2016,45,PSYGENET
3351,12475,HTR1B,0.565,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2006,2014,9,PSYGENET
3356,21354,HTR2A,0.488,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1999,2016,23,PSYGENET
3356,21354,HTR2A,0.488,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,1999,2016,23,RGD
3358,21354,HTR2C,0.579,0.414,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.38,1,2004,2016,11,PSYGENET
3363,21354,HTR7,0.607,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2004,2013,6,PSYGENET
3458,16002,IFNG,0.323,0.897,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2002,2016,4,PSYGENET
3479,12504,IGF1,0.355,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,1997,2015,7,PSYGENET
3552,17972,IL1A,0.366,0.931,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,0.8,1999,2017,8,PSYGENET
3553,16409,IL1B,0.312,0.931,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.59,0.8,1999,2017,14,PSYGENET
3553,16409,IL1B,0.312,0.931,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.59,0.8,1999,2017,14,RGD
3569,12043,IL6,0.287,0.966,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,1995,2018,24,PSYGENET
3569,12043,IL6,0.287,0.966,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,0.8,1995,2018,24,RGD
3570,12043,IL6R,0.496,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,1,2012,2013,2,PSYGENET
3570,12043,IL6R,0.496,0.724,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.5,1,2012,2013,2,RGD
3576,20656,CXCL8,0.342,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.32,1,2008,2015,6,PSYGENET
3725,11542,JUN,0.473,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2000,2000,1,RGD
3776,11684,KCNK2,0.667,0.276,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.36,1,2007,2016,7,PSYGENET
3897,12289,L1CAM,0.5,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2010,2010,1,RGD
3952,12640,LEP,0.4,0.793,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,1,2007,2015,7,PSYGENET
4128,13371,MAOA,0.497,0.655,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2001,2016,30,PSYGENET
4306,14814,NR3C2,0.52,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.39,1,2001,2016,9,PSYGENET
4513,16420,COX2,0.397,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2003,2014,6,PSYGENET
4524,17313,MTHFR,0.354,0.828,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,1997,2017,27,PSYGENET
4747,18816,NEFL,0.577,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2007,2007,1,RGD
4803,18984,NGF,0.426,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2004,2013,4,PSYGENET
4803,18984,NGF,0.426,0.862,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.52,1,2004,2013,4,RGD
4852,19038,NPY,0.469,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2002,2015,16,PSYGENET
4852,19038,NPY,0.469,0.69,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.6,1,2002,2015,16,RGD
4886,19076,NPY1R,0.63,0.345,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2007,2012,3,RGD
4887,19076,NPY2R,0.645,0.379,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.2,,2012,2012,1,RGD
4915,546336,NTRK2,0.514,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.55,1,2010,2016,7,PSYGENET
4915,546336,NTRK2,0.514,0.586,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.55,1,2010,2016,7,RGD
4986,19224,OPRK1,0.596,0.483,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2007,2016,6,PSYGENET
4988,19224,OPRM1,0.479,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.33,1,2010,2016,6,PSYGENET
5020,67891,OXT,0.528,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.36,1,2010,2018,8,PSYGENET
5021,67891,OXTR,0.582,0.621,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.4,1,2009,2018,10,PSYGENET
5027,67891,P2RX7,0.503,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.34,0.8,2006,2013,8,PSYGENET
5074,68193,PAWR,0.562,0.759,C0011570,Mental Depression,disease,F01,Mental or Behavioral Dysfunction,0.21,1,2008,2011,2,RGD
